Column1,futureYear,Month,DATE,Year,Day,TAVG,DoY,futureTAVG,NormalMMAX,futureTMAX,futureDeltaMAX,futureDeltaDuration,futureDeltaFrequency,futureDeltaPeak,frequencyBanned,futureHeatwave,Time,HeatWaveAdditional
14,2036,1,2002-01-14,2002,14,23.6875,01-14,24.6875,26.6484324324324,26.63,-0.0184324324324301,6,68,1.292942,0,24.6875,14,0.0
15,2036,1,2002-01-15,2002,15,24.125,01-15,25.125,26.6484324324324,27.03,0.381567567567568,6,68,1.292942,0,25.125,15,0.0
16,2036,1,2002-01-16,2002,16,24.825,01-16,25.825,26.6484324324324,28.83,2.18156756756757,6,68,1.292942,0,25.825,16,0.0
17,2036,1,2002-01-17,2002,17,24.975,01-17,25.975,26.6484324324324,28.63,1.98156756756757,6,68,1.292942,0,25.975,17,0.0
18,2036,1,2002-01-18,2002,18,25.0714285714286,01-18,26.0714285714286,26.6484324324324,28.73,2.08156756756757,6,68,1.292942,0,26.0714285714286,18,0.0
19,2036,1,2002-01-19,2002,19,26.1285714285714,01-19,27.1285714285714,26.6484324324324,29.73,3.08156756756757,6,68,1.292942,0,27.1285714285714,19,0.0
20,2036,1,2002-01-20,2002,20,25.6142857142857,01-20,26.6142857142857,26.6484324324324,27.53,0.881567567567568,6,68,1.292942,0,26.6142857142857,20,0.0
21,2036,1,2002-01-21,2002,21,25.2875,01-21,26.2875,26.6484324324324,28.43,1.78156756756757,6,68,1.292942,0,26.2875,21,0.0
22,2036,1,2002-01-22,2002,22,24.525,01-22,25.525,26.6484324324324,26.93,0.281567567567567,6,68,1.292942,0,25.525,22,0.0
23,2036,1,2002-01-23,2002,23,24.4,01-23,25.4,26.6484324324324,27.83,1.18156756756757,6,68,1.292942,0,25.4,23,0.0
24,2036,1,2002-01-24,2002,24,23.9,01-24,24.9,26.6484324324324,28.23,1.58156756756757,6,68,1.292942,0,24.9,24,0.0
25,2036,1,2002-01-25,2002,25,24.375,01-25,25.375,26.6484324324324,28.33,1.68156756756757,6,68,1.292942,0,25.375,25,0.0
26,2036,1,2002-01-26,2002,26,25.2125,01-26,26.2125,26.6484324324324,28.53,1.88156756756757,6,68,1.292942,0,26.2125,26,0.0
27,2036,1,2002-01-27,2002,27,25.4125,01-27,26.4125,26.6484324324324,28.53,1.88156756756757,6,68,1.292942,0,26.4125,27,0.0
28,2036,1,2002-01-28,2002,28,25.4625,01-28,26.4625,26.6484324324324,28.23,1.58156756756757,6,68,1.292942,0,26.4625,28,0.0
29,2036,1,2002-01-29,2002,29,25.9857142857143,01-29,26.9857142857143,26.6484324324324,28.63,1.98156756756757,6,68,1.292942,0,28.278656285714302,29,1.292942
30,2036,1,2002-01-30,2002,30,24.6,01-30,25.6,26.6484324324324,27.13,0.48156756756757,6,68,1.292942,0,26.892942,30,1.292942
31,2036,1,2002-01-31,2002,31,23.725,01-31,24.725,26.6484324324324,27.83,1.18156756756757,6,68,1.292942,0,26.017942,31,1.292942
32,2036,2,2002-02-01,2002,1,24.4,02-01,25.28,27.4143369175627,28.1,0.685663082437276,6,68,1.292942,0,25.28,32,0.0
33,2036,2,2002-02-02,2002,2,24.3875,02-02,25.2675,27.4143369175627,28.1,0.685663082437276,6,68,1.292942,0,25.2675,33,0.0
34,2036,2,2002-02-03,2002,3,23.725,02-03,24.605,27.4143369175627,27.7,0.285663082437274,6,68,1.292942,0,24.605,34,0.0
35,2036,2,2002-02-04,2002,4,23.55,02-04,24.43,27.4143369175627,27.8,0.385663082437276,6,68,1.292942,0,24.43,35,0.0
36,2036,2,2002-02-05,2002,5,23.775,02-05,24.655,27.4143369175627,27.1,-0.314336917562724,6,68,1.292942,0,24.655,36,0.0
37,2036,2,2002-02-06,2002,6,23.55,02-06,24.43,27.4143369175627,27.5,0.0856630824372751,6,68,1.292942,0,24.43,37,0.0
38,2036,2,2002-02-07,2002,7,23.575,02-07,24.455,27.4143369175627,27.5,0.0856630824372751,6,68,1.292942,0,24.455,38,0.0
39,2036,2,2002-02-08,2002,8,23.4875,02-08,24.3675,27.4143369175627,27.2,-0.214336917562726,6,68,1.292942,0,24.3675,39,0.0
40,2036,2,2002-02-09,2002,9,23.8,02-09,24.68,27.4143369175627,28.0,0.585663082437275,6,68,1.292942,0,24.68,40,0.0
41,2036,2,2002-02-10,2002,10,24.7875,02-10,25.6675,27.4143369175627,28.1,0.685663082437276,6,68,1.292942,0,25.6675,41,0.0
42,2036,2,2002-02-11,2002,11,25.1,02-11,25.98,27.4143369175627,28.6,1.18566308243728,6,68,1.292942,0,25.98,42,0.0
43,2036,2,2002-02-12,2002,12,24.375,02-12,25.255,27.4143369175627,27.7,0.285663082437274,6,68,1.292942,0,25.255,43,0.0
44,2036,2,2002-02-13,2002,13,24.0875,02-13,24.9675,27.4143369175627,28.0,0.585663082437275,6,68,1.292942,0,24.9675,44,0.0
45,2036,2,2002-02-14,2002,14,24.7,02-14,25.58,27.4143369175627,27.7,0.285663082437274,6,68,1.292942,0,25.58,45,0.0
46,2036,2,2002-02-15,2002,15,23.6,02-15,24.48,27.4143369175627,26.1,-1.31433691756272,6,68,1.292942,0,24.48,46,0.0
47,2036,2,2002-02-16,2002,16,23.85,02-16,24.73,27.4143369175627,27.9,0.485663082437274,6,68,1.292942,0,24.73,47,0.0
48,2036,2,2002-02-17,2002,17,23.9142857142857,02-17,24.7942857142857,27.4143369175627,27.5,0.0856630824372751,6,68,1.292942,0,24.7942857142857,48,0.0
49,2036,2,2002-02-18,2002,18,24.4285714285714,02-18,25.3085714285714,27.4143369175627,28.3,0.885663082437276,6,68,1.292942,0,25.3085714285714,49,0.0
50,2036,2,2002-02-19,2002,19,24.5375,02-19,25.4175,27.4143369175627,28.5,1.08566308243728,6,68,1.292942,0,26.710442,50,1.292942
51,2036,2,2002-02-20,2002,20,25.0125,02-20,25.8925,27.4143369175627,28.4,0.985663082437274,6,68,1.292942,0,27.185442,51,1.292942
52,2036,2,2002-02-21,2002,21,25.1625,02-21,26.0425,27.4143369175627,28.2,0.785663082437274,6,68,1.292942,0,27.335442,52,1.292942
53,2036,2,2002-02-22,2002,22,24.5625,02-22,25.4425,27.4143369175627,27.9,0.485663082437274,6,68,1.292942,0,25.4425,53,0.0
54,2036,2,2002-02-23,2002,23,24.075,02-23,24.955,27.4143369175627,28.4,0.985663082437274,6,68,1.292942,0,24.955,54,0.0
55,2036,2,2002-02-24,2002,24,24.7,02-24,25.58,27.4143369175627,28.4,0.985663082437274,6,68,1.292942,0,26.872942,55,1.292942
56,2036,2,2002-02-25,2002,25,24.7,02-25,25.58,27.4143369175627,28.3,0.885663082437276,6,68,1.292942,0,26.872942,56,1.292942
57,2036,2,2002-02-26,2002,26,24.75,02-26,25.63,27.4143369175627,28.7,1.28566308243727,6,68,1.292942,0,26.922942,57,1.292942
58,2036,2,2002-02-27,2002,27,24.825,02-27,25.705,27.4143369175627,29.0,1.58566308243728,6,68,1.292942,0,25.705,58,0.0
59,2036,2,2002-02-28,2002,28,25.175,02-28,26.055,27.4143369175627,29.0,1.58566308243728,6,68,1.292942,0,26.055,59,0.0
60,2036,3,2002-03-01,2002,1,24.5875,03-01,25.5175,28.8554476806904,28.24,-0.615447680690398,6,68,1.292942,0,26.810442,60,1.292942
61,2036,3,2002-03-02,2002,2,24.8625,03-02,25.7925,28.8554476806904,28.74,-0.115447680690398,6,68,1.292942,0,27.085442,61,1.292942
62,2036,3,2002-03-03,2002,3,24.65,03-03,25.58,28.8554476806904,27.74,-1.1154476806904,6,68,1.292942,0,26.872942,62,1.292942
63,2036,3,2002-03-04,2002,4,25.025,03-04,25.955,28.8554476806904,29.64,0.784552319309604,6,68,1.292942,0,25.955,63,0.0
64,2036,3,2002-03-05,2002,5,26.1875,03-05,27.1175,28.8554476806904,29.84,0.984552319309604,6,68,1.292942,0,27.1175,64,0.0
65,2036,3,2002-03-06,2002,6,25.9875,03-06,26.9175,28.8554476806904,29.04,0.184552319309603,6,68,1.292942,0,26.9175,65,0.0
66,2036,3,2002-03-07,2002,7,25.15,03-07,26.08,28.8554476806904,28.84,-0.0154476806903965,6,68,1.292942,0,26.08,66,0.0
67,2036,3,2002-03-08,2002,8,25.4375,03-08,26.3675,28.8554476806904,28.84,-0.0154476806903965,6,68,1.292942,0,26.3675,67,0.0
68,2036,3,2002-03-09,2002,9,25.3,03-09,26.23,28.8554476806904,29.44,0.584552319309601,6,68,1.292942,0,26.23,68,0.0
69,2036,3,2002-03-10,2002,10,25.55,03-10,26.48,28.8554476806904,28.44,-0.415447680690399,6,68,1.292942,0,27.772942,69,1.292942
70,2036,3,2002-03-11,2002,11,25.4875,03-11,26.4175,28.8554476806904,28.14,-0.715447680690396,6,68,1.292942,0,27.710442,70,1.292942
71,2036,3,2002-03-12,2002,12,25.4375,03-12,26.3675,28.8554476806904,28.84,-0.0154476806903965,6,68,1.292942,0,27.660442,71,1.292942
72,2036,3,2002-03-13,2002,13,25.2,03-13,26.13,28.8554476806904,28.94,0.0845523193096014,6,68,1.292942,0,26.13,72,0.0
73,2036,3,2002-03-14,2002,14,25.7875,03-14,26.7175,28.8554476806904,29.44,0.584552319309601,6,68,1.292942,0,26.7175,73,0.0
74,2036,3,2002-03-15,2002,15,26.025,03-15,26.955,28.8554476806904,30.24,1.3845523193096,6,68,1.292942,0,26.955,74,0.0
75,2036,3,2002-03-16,2002,16,25.8,03-16,26.73,28.8554476806904,30.54,1.6845523193096,6,68,1.292942,0,28.022942,75,1.292942
76,2036,3,2002-03-17,2002,17,26.8428571428571,03-17,27.7728571428571,28.8554476806904,30.14,1.2845523193096,6,68,1.292942,0,29.0657991428571,76,1.292942
77,2036,3,2002-03-18,2002,18,27.6375,03-18,28.5675,28.8554476806904,30.74,1.8845523193096,6,68,1.292942,0,29.860442,77,1.292942
78,2036,3,2002-03-19,2002,19,27.35,03-19,28.28,28.8554476806904,30.94,2.0845523193096,6,68,1.292942,0,28.28,78,0.0
79,2036,3,2002-03-20,2002,20,26.2625,03-20,27.1925,28.8554476806904,30.34,1.4845523193096,6,68,1.292942,0,27.1925,79,0.0
80,2036,3,2002-03-21,2002,21,26.7,03-21,27.63,28.8554476806904,29.94,1.0845523193096,6,68,1.292942,0,27.63,80,0.0
81,2036,3,2002-03-22,2002,22,27.7,03-22,28.63,28.8554476806904,31.64,2.7845523193096,6,68,1.292942,0,28.63,81,0.0
82,2036,3,2002-03-23,2002,23,27.45,03-23,28.38,28.8554476806904,30.94,2.0845523193096,6,68,1.292942,0,28.38,82,0.0
83,2036,3,2002-03-24,2002,24,27.8875,03-24,28.8175,28.8554476806904,30.74,1.8845523193096,6,68,1.292942,0,30.110442,83,1.292942
84,2036,3,2002-03-25,2002,25,27.45,03-25,28.38,28.8554476806904,30.94,2.0845523193096,6,68,1.292942,0,29.672942,84,1.292942
85,2036,3,2002-03-26,2002,26,27.675,03-26,28.605,28.8554476806904,32.64,3.7845523193096,6,68,1.292942,0,29.897942,85,1.292942
86,2036,3,2002-03-27,2002,27,28.35,03-27,29.28,28.8554476806904,31.64,2.7845523193096,6,68,1.292942,0,29.28,86,0.0
87,2036,3,2002-03-28,2002,28,28.475,03-28,29.405,28.8554476806904,31.64,2.7845523193096,6,68,1.292942,0,29.405,87,0.0
88,2036,3,2002-03-29,2002,29,28.5,03-29,29.43,28.8554476806904,31.74,2.8845523193096,6,68,1.292942,0,29.43,88,0.0
89,2036,3,2002-03-30,2002,30,28.025,03-30,28.955,28.8554476806904,32.04,3.1845523193096,6,68,1.292942,0,28.955,89,0.0
90,2036,3,2002-03-31,2002,31,28.025,03-31,28.955,28.8554476806904,32.04,3.1845523193096,6,68,1.292942,0,28.955,90,0.0
91,2036,4,2002-04-01,2002,1,27.8142857142857,04-01,28.8342857142857,30.4919642857143,31.91,1.41803571428571,6,68,1.292942,0,28.8342857142857,91,0.0
92,2036,4,2002-04-02,2002,2,27.2,04-02,28.22,30.4919642857143,31.01,0.518035714285716,6,68,1.292942,0,28.22,92,0.0
93,2036,4,2002-04-03,2002,3,27.025,04-03,28.045,30.4919642857143,30.71,0.218035714285715,6,68,1.292942,0,28.045,93,0.0
94,2036,4,2002-04-04,2002,4,27.175,04-04,28.195,30.4919642857143,31.11,0.618035714285718,6,68,1.292942,0,28.195,94,0.0
95,2036,4,2002-04-05,2002,5,27.525,04-05,28.545,30.4919642857143,31.91,1.41803571428571,6,68,1.292942,0,28.545,95,0.0
96,2036,4,2002-04-06,2002,6,27.675,04-06,28.695,30.4919642857143,31.51,1.01803571428572,6,68,1.292942,0,28.695,96,0.0
97,2036,4,2002-04-07,2002,7,28.15,04-07,29.17,30.4919642857143,31.91,1.41803571428571,6,68,1.292942,0,29.17,97,0.0
98,2036,4,2002-04-08,2002,8,28.1714285714286,04-08,29.1914285714286,30.4919642857143,32.11,1.61803571428571,6,68,1.292942,0,29.1914285714286,98,0.0
99,2036,4,2002-04-09,2002,9,28.5,04-09,29.52,30.4919642857143,32.21,1.71803571428572,6,68,1.292942,0,29.52,99,0.0
100,2036,4,2002-04-10,2002,10,28.4625,04-10,29.4825,30.4919642857143,31.41,0.918035714285715,6,68,1.292942,0,29.4825,100,0.0
101,2036,4,2002-04-11,2002,11,26.8166666666667,04-11,27.8366666666667,30.4919642857143,29.81,-0.681964285714283,6,68,1.292942,0,27.8366666666667,101,0.0
102,2036,4,2002-04-12,2002,12,26.5625,04-12,27.5825,30.4919642857143,29.51,-0.981964285714284,6,68,1.292942,0,27.5825,102,0.0
103,2036,4,2002-04-13,2002,13,27.15,04-13,28.17,30.4919642857143,31.21,0.718035714285715,6,68,1.292942,0,28.17,103,0.0
104,2036,4,2002-04-14,2002,14,27.1125,04-14,28.1325,30.4919642857143,30.61,0.118035714285718,6,68,1.292942,0,28.1325,104,0.0
105,2036,4,2002-04-15,2002,15,28.2285714285714,04-15,29.2485714285714,30.4919642857143,32.11,1.61803571428571,6,68,1.292942,0,29.2485714285714,105,0.0
106,2036,4,2002-04-16,2002,16,28.8,04-16,29.82,30.4919642857143,31.81,1.31803571428572,6,68,1.292942,0,29.82,106,0.0
107,2036,4,2002-04-17,2002,17,29.1,04-17,30.12,30.4919642857143,31.91,1.41803571428571,6,68,1.292942,0,30.12,107,0.0
108,2036,4,2002-04-18,2002,18,29.075,04-18,30.095,30.4919642857143,31.91,1.41803571428571,6,68,1.292942,0,31.387942,108,1.292942
109,2036,4,2002-04-19,2002,19,28.7,04-19,29.72,30.4919642857143,31.81,1.31803571428572,6,68,1.292942,0,31.012942,109,1.292942
110,2036,4,2002-04-20,2002,20,29.0875,04-20,30.1075,30.4919642857143,33.21,2.71803571428572,6,68,1.292942,0,31.400442,110,1.292942
111,2036,4,2002-04-21,2002,21,29.2875,04-21,30.3075,30.4919642857143,33.41,2.91803571428571,6,68,1.292942,0,30.3075,111,0.0
112,2036,4,2002-04-22,2002,22,29.55,04-22,30.57,30.4919642857143,33.11,2.61803571428571,6,68,1.292942,0,30.57,112,0.0
113,2036,4,2002-04-23,2002,23,29.15,04-23,30.17,30.4919642857143,32.41,1.91803571428571,6,68,1.292942,0,31.462942,113,1.292942
114,2036,4,2002-04-24,2002,24,27.75,04-24,28.77,30.4919642857143,31.11,0.618035714285718,6,68,1.292942,0,30.062942,114,1.292942
115,2036,4,2002-04-25,2002,25,28.175,04-25,29.195,30.4919642857143,31.21,0.718035714285715,6,68,1.292942,0,30.487942,115,1.292942
116,2036,4,2002-04-26,2002,26,28.4428571428571,04-26,29.4628571428571,30.4919642857143,31.41,0.918035714285715,6,68,1.292942,0,29.4628571428571,116,0.0
117,2036,4,2002-04-27,2002,27,28.9125,04-27,29.9325,30.4919642857143,32.11,1.61803571428571,6,68,1.292942,0,29.9325,117,0.0
118,2036,4,2002-04-28,2002,28,28.8875,04-28,29.9075,30.4919642857143,32.11,1.61803571428571,6,68,1.292942,0,29.9075,118,0.0
119,2036,4,2002-04-29,2002,29,28.025,04-29,29.045,30.4919642857143,31.91,1.41803571428571,6,68,1.292942,0,29.045,119,0.0
120,2036,4,2002-04-30,2002,30,28.8,04-30,29.82,30.4919642857143,33.01,2.51803571428571,6,68,1.292942,0,29.82,120,0.0
121,2036,5,2002-05-01,2002,1,28.9375,05-01,30.0475,31.7309267241379,32.4,0.669073275862065,6,68,1.292942,0,30.0475,121,0.0
122,2036,5,2002-05-02,2002,2,29.425,05-02,30.535,31.7309267241379,32.0,0.269073275862066,6,68,1.292942,0,30.535,122,0.0
123,2036,5,2002-05-03,2002,3,29.0,05-03,30.11,31.7309267241379,32.3,0.56907327586207,6,68,1.292942,0,30.11,123,0.0
124,2036,5,2002-05-04,2002,4,28.5375,05-04,29.6475,31.7309267241379,31.6,-0.130926724137932,6,68,1.292942,0,29.6475,124,0.0
125,2036,5,2002-05-05,2002,5,29.2125,05-05,30.3225,31.7309267241379,32.5,0.769073275862066,6,68,1.292942,0,30.3225,125,0.0
126,2036,5,2002-05-06,2002,6,29.2875,05-06,30.3975,31.7309267241379,32.3,0.56907327586207,6,68,1.292942,0,30.3975,126,0.0
127,2036,5,2002-05-07,2002,7,29.525,05-07,30.635,31.7309267241379,33.1,1.36907327586207,6,68,1.292942,0,30.635,127,0.0
128,2036,5,2002-05-08,2002,8,29.5875,05-08,30.6975,31.7309267241379,33.6,1.86907327586207,6,68,1.292942,0,30.6975,128,0.0
129,2036,5,2002-05-09,2002,9,29.725,05-09,30.835,31.7309267241379,34.1,2.36907327586207,6,68,1.292942,0,30.835,129,0.0
130,2036,5,2002-05-10,2002,10,29.75,05-10,30.86,31.7309267241379,32.7,0.969073275862069,6,68,1.292942,0,30.86,130,0.0
131,2036,5,2002-05-11,2002,11,29.9571428571429,05-11,31.0671428571429,31.7309267241379,33.8,2.06907327586207,6,68,1.292942,0,31.0671428571429,131,0.0
132,2036,5,2002-05-12,2002,12,29.9142857142857,05-12,31.0242857142857,31.7309267241379,33.2,1.46907327586207,6,68,1.292942,0,31.0242857142857,132,0.0
133,2036,5,2002-05-13,2002,13,29.675,05-13,30.785,31.7309267241379,33.2,1.46907327586207,6,68,1.292942,0,30.785,133,0.0
134,2036,5,2002-05-14,2002,14,28.4625,05-14,29.5725,31.7309267241379,33.2,1.46907327586207,6,68,1.292942,0,29.5725,134,0.0
135,2036,5,2002-05-15,2002,15,29.6625,05-15,30.7725,31.7309267241379,34.0,2.26907327586207,6,68,1.292942,0,30.7725,135,0.0
136,2036,5,2002-05-16,2002,16,28.7375,05-16,29.8475,31.7309267241379,32.3,0.56907327586207,6,68,1.292942,0,29.8475,136,0.0
137,2036,5,2002-05-17,2002,17,29.6625,05-17,30.7725,31.7309267241379,32.9,1.16907327586206,6,68,1.292942,0,30.7725,137,0.0
138,2036,5,2002-05-18,2002,18,30.0375,05-18,31.1475,31.7309267241379,33.9,2.16907327586207,6,68,1.292942,0,31.1475,138,0.0
139,2036,5,2002-05-19,2002,19,30.0375,05-19,31.1475,31.7309267241379,34.1,2.36907327586207,6,68,1.292942,0,31.1475,139,0.0
140,2036,5,2002-05-20,2002,20,30.1875,05-20,31.2975,31.7309267241379,34.8,3.06907327586207,6,68,1.292942,0,31.2975,140,0.0
141,2036,5,2002-05-21,2002,21,31.0285714285714,05-21,32.1385714285714,31.7309267241379,34.4,2.66907327586207,6,68,1.292942,0,32.1385714285714,141,0.0
142,2036,5,2002-05-22,2002,22,30.6375,05-22,31.7475,31.7309267241379,35.0,3.26907327586207,6,68,1.292942,0,31.7475,142,0.0
143,2036,5,2002-05-23,2002,23,30.3875,05-23,31.4975,31.7309267241379,34.3,2.56907327586207,6,68,1.292942,0,31.4975,143,0.0
144,2036,5,2002-05-24,2002,24,28.2375,05-24,29.3475,31.7309267241379,32.6,0.869073275862068,6,68,1.292942,0,29.3475,144,0.0
145,2036,5,2002-05-25,2002,25,27.9375,05-25,29.0475,31.7309267241379,32.4,0.669073275862065,6,68,1.292942,0,30.340442,145,1.292942
146,2036,5,2002-05-26,2002,26,27.85,05-26,28.96,31.7309267241379,31.5,-0.23092672413793,6,68,1.292942,0,30.252942,146,1.292942
147,2036,5,2002-05-27,2002,27,27.0375,05-27,28.1475,31.7309267241379,31.2,-0.530926724137931,6,68,1.292942,0,29.440442,147,1.292942
148,2036,5,2002-05-28,2002,28,28.0,05-28,29.11,31.7309267241379,31.5,-0.23092672413793,6,68,1.292942,0,29.11,148,0.0
149,2036,5,2002-05-29,2002,29,29.3,05-29,30.41,31.7309267241379,34.1,2.36907327586207,6,68,1.292942,0,30.41,149,0.0
150,2036,5,2002-05-30,2002,30,28.7125,05-30,29.8225,31.7309267241379,33.9,2.16907327586207,6,68,1.292942,0,29.8225,150,0.0
151,2036,5,2002-05-31,2002,31,29.7625,05-31,30.8725,31.7309267241379,33.5,1.76907327586207,6,68,1.292942,0,30.8725,151,0.0
152,2036,6,2002-06-01,2002,1,29.5666666666667,06-01,30.5366666666667,32.0588628762542,33.82,1.76113712374582,6,68,1.292942,0,30.5366666666667,152,0.0
153,2036,6,2002-06-02,2002,2,30.375,06-02,31.345,32.0588628762542,35.32,3.26113712374582,6,68,1.292942,0,31.345,153,0.0
154,2036,6,2002-06-03,2002,3,29.8625,06-03,30.8325,32.0588628762542,33.92,1.86113712374582,6,68,1.292942,0,30.8325,154,0.0
155,2036,6,2002-06-04,2002,4,29.05,06-04,30.02,32.0588628762542,33.32,1.26113712374582,6,68,1.292942,0,30.02,155,0.0
156,2036,6,2002-06-05,2002,5,29.7375,06-05,30.7075,32.0588628762542,33.62,1.56113712374582,6,68,1.292942,0,30.7075,156,0.0
157,2036,6,2002-06-06,2002,6,30.1875,06-06,31.1575,32.0588628762542,34.12,2.06113712374582,6,68,1.292942,0,31.1575,157,0.0
158,2036,6,2002-06-07,2002,7,29.65,06-07,30.62,32.0588628762542,34.32,2.26113712374582,6,68,1.292942,0,30.62,158,0.0
159,2036,6,2002-06-08,2002,8,29.7,06-08,30.67,32.0588628762542,32.62,0.561137123745823,6,68,1.292942,0,31.962942,159,1.292942
160,2036,6,2002-06-09,2002,9,28.4285714285714,06-09,29.3985714285714,32.0588628762542,33.02,0.961137123745821,6,68,1.292942,0,30.6915134285714,160,1.292942
161,2036,6,2002-06-10,2002,10,29.0875,06-10,30.0575,32.0588628762542,32.42,0.36113712374582,6,68,1.292942,0,31.350442,161,1.292942
162,2036,6,2002-06-11,2002,11,28.9666666666667,06-11,29.9366666666667,32.0588628762542,32.62,0.561137123745823,6,68,1.292942,0,29.9366666666667,162,0.0
163,2036,6,2002-06-12,2002,12,28.9875,06-12,29.9575,32.0588628762542,32.32,0.261137123745819,6,68,1.292942,0,29.9575,163,0.0
164,2036,6,2002-06-13,2002,13,29.4428571428571,06-13,30.4128571428571,32.0588628762542,32.02,-0.0388628762541785,6,68,1.292942,0,30.4128571428571,164,0.0
165,2036,6,2002-06-14,2002,14,28.8142857142857,06-14,29.7842857142857,32.0588628762542,31.22,-0.838862876254179,6,68,1.292942,0,29.7842857142857,165,0.0
166,2036,6,2002-06-15,2002,15,28.8142857142857,06-15,29.7842857142857,32.0588628762542,32.32,0.261137123745819,6,68,1.292942,0,29.7842857142857,166,0.0
167,2036,6,2002-06-16,2002,16,28.5875,06-16,29.5575,32.0588628762542,31.62,-0.438862876254177,6,68,1.292942,0,29.5575,167,0.0
168,2036,6,2002-06-17,2002,17,29.5625,06-17,30.5325,32.0588628762542,33.72,1.66113712374582,6,68,1.292942,0,30.5325,168,0.0
169,2036,6,2002-06-18,2002,18,29.0,06-18,29.97,32.0588628762542,31.92,-0.13886287625418,6,68,1.292942,0,29.97,169,0.0
170,2036,6,2002-06-19,2002,19,29.7857142857143,06-19,30.7557142857143,32.0588628762542,32.92,0.86113712374582,6,68,1.292942,0,30.7557142857143,170,0.0
171,2036,6,2002-06-20,2002,20,30.2875,06-20,31.2575,32.0588628762542,34.92,2.86113712374582,6,68,1.292942,0,31.2575,171,0.0
172,2036,6,2002-06-21,2002,21,28.92,06-21,29.89,32.0588628762542,31.22,-0.838862876254179,6,68,1.292942,0,29.89,172,0.0
173,2036,6,2002-06-22,2002,22,29.3625,06-22,30.3325,32.0588628762542,32.72,0.661137123745817,6,68,1.292942,0,30.3325,173,0.0
174,2036,6,2002-06-23,2002,23,28.6625,06-23,29.6325,32.0588628762542,31.22,-0.838862876254179,6,68,1.292942,0,29.6325,174,0.0
175,2036,6,2002-06-24,2002,24,28.9625,06-24,29.9325,32.0588628762542,32.92,0.86113712374582,6,68,1.292942,0,29.9325,175,0.0
176,2036,6,2002-06-25,2002,25,29.775,06-25,30.745,32.0588628762542,33.52,1.46113712374582,6,68,1.292942,0,32.037942,176,1.292942
177,2036,6,2002-06-26,2002,26,29.1,06-26,30.07,32.0588628762542,33.12,1.06113712374582,6,68,1.292942,0,31.362942,177,1.292942
178,2036,6,2002-06-27,2002,27,29.8875,06-27,30.8575,32.0588628762542,32.92,0.86113712374582,6,68,1.292942,0,32.150442,178,1.292942
179,2036,6,2002-06-28,2002,28,29.95,06-28,30.92,32.0588628762542,33.32,1.26113712374582,6,68,1.292942,0,30.92,179,0.0
180,2036,6,2002-06-29,2002,29,30.175,06-29,31.145,32.0588628762542,33.62,1.56113712374582,6,68,1.292942,0,31.145,180,0.0
181,2036,6,2002-06-30,2002,30,30.7,06-30,31.67,32.0588628762542,34.62,2.56113712374582,6,68,1.292942,0,31.67,181,0.0
182,2036,7,2002-07-01,2002,1,30.3625,07-01,31.2125,31.8440732758621,33.82,1.97592672413793,6,68,1.292942,0,31.2125,182,0.0
