Column1,futureYear,Month,DATE,Year,Day,TAVG,DoY,futureTAVG,NormalMMAX,futureTMAX,futureDeltaMAX,futureDeltaDuration,futureDeltaFrequency,futureDeltaPeak,frequencyBanned,futureHeatwave,Time,HeatWaveAdditional
35,2039,2,2005-02-04,2005,4,24.8125,02-04,25.6925,27.4143369175627,29.3,1.88566308243728,12,86,1.5488892,0,27.2413892,35,1.5488892
36,2039,2,2005-02-05,2005,5,24.5625,02-05,25.4425,27.4143369175627,28.2,0.785663082437274,12,86,1.5488892,0,25.4425,36,0.0
37,2039,2,2005-02-06,2005,6,25.0571428571429,02-06,25.9371428571429,27.4143369175627,29.0,1.58566308243728,12,86,1.5488892,0,25.9371428571429,37,0.0
38,2039,2,2005-02-07,2005,7,25.4625,02-07,26.3425,27.4143369175627,29.2,1.78566308243727,12,86,1.5488892,0,26.3425,38,0.0
39,2039,2,2005-02-08,2005,8,25.9625,02-08,26.8425,27.4143369175627,29.0,1.58566308243728,12,86,1.5488892,0,26.8425,39,0.0
40,2039,2,2005-02-09,2005,9,25.275,02-09,26.155,27.4143369175627,28.3,0.885663082437276,12,86,1.5488892,0,26.155,40,0.0
41,2039,2,2005-02-10,2005,10,26.0571428571429,02-10,26.9371428571429,27.4143369175627,29.0,1.58566308243728,12,86,1.5488892,0,26.9371428571429,41,0.0
42,2039,2,2005-02-11,2005,11,25.2666666666667,02-11,26.1466666666667,27.4143369175627,27.1,-0.314336917562724,12,86,1.5488892,0,26.1466666666667,42,0.0
43,2039,2,2005-02-12,2005,12,26.1571428571429,02-12,27.0371428571429,27.4143369175627,29.0,1.58566308243728,12,86,1.5488892,0,27.0371428571429,43,0.0
44,2039,2,2005-02-13,2005,13,25.9125,02-13,26.7925,27.4143369175627,28.8,1.38566308243728,12,86,1.5488892,0,26.7925,44,0.0
45,2039,2,2005-02-14,2005,14,25.6,02-14,26.48,27.4143369175627,28.9,1.48566308243727,12,86,1.5488892,0,26.48,45,0.0
46,2039,2,2005-02-15,2005,15,26.2625,02-15,27.1425,27.4143369175627,30.9,3.48566308243727,12,86,1.5488892,0,27.1425,46,0.0
47,2039,2,2005-02-16,2005,16,25.95,02-16,26.83,27.4143369175627,29.4,1.98566308243727,12,86,1.5488892,0,26.83,47,0.0
48,2039,2,2005-02-17,2005,17,25.6,02-17,26.48,27.4143369175627,29.4,1.98566308243727,12,86,1.5488892,0,26.48,48,0.0
49,2039,2,2005-02-18,2005,18,25.6,02-18,26.48,27.4143369175627,29.4,1.98566308243727,12,86,1.5488892,0,26.48,49,0.0
50,2039,2,2005-02-19,2005,19,26.075,02-19,26.955,27.4143369175627,29.0,1.58566308243728,12,86,1.5488892,0,26.955,50,0.0
51,2039,2,2005-02-20,2005,20,25.1625,02-20,26.0425,27.4143369175627,28.6,1.18566308243728,12,86,1.5488892,0,26.0425,51,0.0
52,2039,2,2005-02-21,2005,21,24.85,02-21,25.73,27.4143369175627,28.2,0.785663082437274,12,86,1.5488892,0,25.73,52,0.0
53,2039,2,2005-02-22,2005,22,24.6,02-22,25.48,27.4143369175627,29.2,1.78566308243727,12,86,1.5488892,0,25.48,53,0.0
54,2039,2,2005-02-23,2005,23,24.825,02-23,25.705,27.4143369175627,29.8,2.38566308243728,12,86,1.5488892,0,27.2538892,54,1.5488892
55,2039,2,2005-02-24,2005,24,24.2,02-24,25.08,27.4143369175627,27.6,0.185663082437276,12,86,1.5488892,0,26.6288892,55,1.5488892
56,2039,2,2005-02-25,2005,25,25.1714285714286,02-25,26.0514285714286,27.4143369175627,29.7,2.28566308243727,12,86,1.5488892,0,27.6003177714286,56,1.5488892
57,2039,2,2005-02-26,2005,26,24.58,02-26,25.46,27.4143369175627,27.9,0.485663082437274,12,86,1.5488892,0,25.46,57,0.0
58,2039,2,2005-02-27,2005,27,26.3125,02-27,27.1925,27.4143369175627,29.9,2.48566308243727,12,86,1.5488892,0,27.1925,58,0.0
59,2039,2,2005-02-28,2005,28,25.8375,02-28,26.7175,27.4143369175627,29.0,1.58566308243728,12,86,1.5488892,0,26.7175,59,0.0
60,2039,3,2005-03-01,2005,1,25.4428571428571,03-01,26.3728571428571,28.8554476806904,28.54,-0.315447680690397,12,86,1.5488892,0,26.3728571428571,60,0.0
61,2039,3,2005-03-02,2005,2,25.6,03-02,26.53,28.8554476806904,29.24,0.384552319309602,12,86,1.5488892,0,28.078889200000003,61,1.5488892
62,2039,3,2005-03-03,2005,3,24.8714285714286,03-03,25.8014285714286,28.8554476806904,27.44,-1.4154476806904,12,86,1.5488892,0,27.3503177714286,62,1.5488892
63,2039,3,2005-03-04,2005,4,24.5857142857143,03-04,25.5157142857143,28.8554476806904,28.34,-0.515447680690396,12,86,1.5488892,0,27.0646034857143,63,1.5488892
64,2039,3,2005-03-05,2005,5,21.7,03-05,22.63,28.8554476806904,23.54,-5.3154476806904,12,86,1.5488892,0,22.63,64,0.0
65,2039,3,2005-03-06,2005,6,22.1,03-06,23.03,28.8554476806904,25.84,-3.0154476806904,12,86,1.5488892,0,23.03,65,0.0
66,2039,3,2005-03-07,2005,7,22.7333333333333,03-07,23.6633333333333,28.8554476806904,26.94,-1.9154476806904,12,86,1.5488892,0,23.6633333333333,66,0.0
67,2039,3,2005-03-08,2005,8,23.1714285714286,03-08,24.1014285714286,28.8554476806904,27.24,-1.6154476806904,12,86,1.5488892,0,24.1014285714286,67,0.0
68,2039,3,2005-03-09,2005,9,24.3875,03-09,25.3175,28.8554476806904,27.94,-0.915447680690399,12,86,1.5488892,0,25.3175,68,0.0
69,2039,3,2005-03-10,2005,10,23.92,03-10,24.85,28.8554476806904,28.14,-0.715447680690396,12,86,1.5488892,0,24.85,69,0.0
70,2039,3,2005-03-11,2005,11,24.86,03-11,25.79,28.8554476806904,28.14,-0.715447680690396,12,86,1.5488892,0,25.79,70,0.0
71,2039,3,2005-03-12,2005,12,24.9666666666667,03-12,25.8966666666667,28.8554476806904,29.44,0.584552319309601,12,86,1.5488892,0,25.8966666666667,71,0.0
72,2039,3,2005-03-13,2005,13,25.4,03-13,26.33,28.8554476806904,28.34,-0.515447680690396,12,86,1.5488892,0,26.33,72,0.0
73,2039,3,2005-03-14,2005,14,24.975,03-14,25.905,28.8554476806904,27.94,-0.915447680690399,12,86,1.5488892,0,27.453889200000003,73,1.5488892
74,2039,3,2005-03-15,2005,15,24.7333333333333,03-15,25.6633333333333,28.8554476806904,28.54,-0.315447680690397,12,86,1.5488892,0,27.2122225333333,74,1.5488892
75,2039,3,2005-03-16,2005,16,25.5625,03-16,26.4925,28.8554476806904,29.24,0.384552319309602,12,86,1.5488892,0,28.0413892,75,1.5488892
76,2039,3,2005-03-17,2005,17,25.5285714285714,03-17,26.4585714285714,28.8554476806904,28.34,-0.515447680690396,12,86,1.5488892,0,26.4585714285714,76,0.0
77,2039,3,2005-03-18,2005,18,25.7333333333333,03-18,26.6633333333333,28.8554476806904,29.34,0.484552319309604,12,86,1.5488892,0,26.6633333333333,77,0.0
78,2039,3,2005-03-19,2005,19,24.175,03-19,25.105,28.8554476806904,27.04,-1.8154476806904,12,86,1.5488892,0,25.105,78,0.0
79,2039,3,2005-03-20,2005,20,25.825,03-20,26.755,28.8554476806904,29.14,0.284552319309604,12,86,1.5488892,0,28.3038892,79,1.5488892
80,2039,3,2005-03-21,2005,21,26.3125,03-21,27.2425,28.8554476806904,28.94,0.0845523193096014,12,86,1.5488892,0,28.7913892,80,1.5488892
81,2039,3,2005-03-22,2005,22,26.3857142857143,03-22,27.3157142857143,28.8554476806904,29.64,0.784552319309604,12,86,1.5488892,0,28.8646034857143,81,1.5488892
82,2039,3,2005-03-23,2005,23,26.4428571428571,03-23,27.3728571428571,28.8554476806904,29.44,0.584552319309601,12,86,1.5488892,0,27.3728571428571,82,0.0
83,2039,3,2005-03-24,2005,24,26.4625,03-24,27.3925,28.8554476806904,29.34,0.484552319309604,12,86,1.5488892,0,27.3925,83,0.0
84,2039,3,2005-03-25,2005,25,25.825,03-25,26.755,28.8554476806904,28.64,-0.215447680690396,12,86,1.5488892,0,26.755,84,0.0
85,2039,3,2005-03-26,2005,26,25.8625,03-26,26.7925,28.8554476806904,29.14,0.284552319309604,12,86,1.5488892,0,26.7925,85,0.0
86,2039,3,2005-03-27,2005,27,26.5625,03-27,27.4925,28.8554476806904,30.34,1.4845523193096,12,86,1.5488892,0,27.4925,86,0.0
87,2039,3,2005-03-28,2005,28,26.7625,03-28,27.6925,28.8554476806904,30.24,1.3845523193096,12,86,1.5488892,0,27.6925,87,0.0
88,2039,3,2005-03-29,2005,29,27.3142857142857,03-29,28.2442857142857,28.8554476806904,31.34,2.4845523193096,12,86,1.5488892,0,28.2442857142857,88,0.0
89,2039,3,2005-03-30,2005,30,27.325,03-30,28.255,28.8554476806904,30.74,1.8845523193096,12,86,1.5488892,0,28.255,89,0.0
90,2039,3,2005-03-31,2005,31,26.9571428571429,03-31,27.8871428571429,28.8554476806904,31.24,2.3845523193096,12,86,1.5488892,0,27.8871428571429,90,0.0
91,2039,4,2005-04-01,2005,1,28.0125,04-01,29.0325,30.4919642857143,32.41,1.91803571428571,12,86,1.5488892,0,29.0325,91,0.0
92,2039,4,2005-04-02,2005,2,27.8,04-02,28.82,30.4919642857143,30.71,0.218035714285715,12,86,1.5488892,0,30.3688892,92,1.5488892
93,2039,4,2005-04-03,2005,3,27.7625,04-03,28.7825,30.4919642857143,30.71,0.218035714285715,12,86,1.5488892,0,30.3313892,93,1.5488892
94,2039,4,2005-04-04,2005,4,25.8714285714286,04-04,26.8914285714286,30.4919642857143,28.11,-2.38196428571428,12,86,1.5488892,0,28.440317771428603,94,1.5488892
95,2039,4,2005-04-05,2005,5,26.15,04-05,27.17,30.4919642857143,29.21,-1.28196428571428,12,86,1.5488892,0,27.17,95,0.0
96,2039,4,2005-04-06,2005,6,26.025,04-06,27.045,30.4919642857143,28.81,-1.68196428571428,12,86,1.5488892,0,27.045,96,0.0
97,2039,4,2005-04-07,2005,7,27.0428571428571,04-07,28.0628571428571,30.4919642857143,30.31,-0.181964285714283,12,86,1.5488892,0,28.0628571428571,97,0.0
98,2039,4,2005-04-08,2005,8,27.4571428571429,04-08,28.4771428571429,30.4919642857143,30.81,0.318035714285717,12,86,1.5488892,0,28.4771428571429,98,0.0
99,2039,4,2005-04-09,2005,9,26.76,04-09,27.78,30.4919642857143,30.81,0.318035714285717,12,86,1.5488892,0,27.78,99,0.0
100,2039,4,2005-04-10,2005,10,26.46,04-10,27.48,30.4919642857143,30.21,-0.281964285714285,12,86,1.5488892,0,27.48,100,0.0
101,2039,4,2005-04-11,2005,11,26.0,04-11,27.02,30.4919642857143,30.51,0.0180357142857162,12,86,1.5488892,0,27.02,101,0.0
102,2039,4,2005-04-12,2005,12,26.4,04-12,27.42,30.4919642857143,30.61,0.118035714285718,12,86,1.5488892,0,27.42,102,0.0
103,2039,4,2005-04-13,2005,13,25.975,04-13,26.995,30.4919642857143,29.31,-1.18196428571428,12,86,1.5488892,0,26.995,103,0.0
104,2039,4,2005-04-14,2005,14,26.3625,04-14,27.3825,30.4919642857143,29.21,-1.28196428571428,12,86,1.5488892,0,27.3825,104,0.0
105,2039,4,2005-04-15,2005,15,26.55,04-15,27.57,30.4919642857143,30.11,-0.381964285714282,12,86,1.5488892,0,27.57,105,0.0
106,2039,4,2005-04-16,2005,16,26.8,04-16,27.82,30.4919642857143,30.91,0.418035714285715,12,86,1.5488892,0,29.3688892,106,1.5488892
107,2039,4,2005-04-17,2005,17,26.7625,04-17,27.7825,30.4919642857143,30.31,-0.181964285714283,12,86,1.5488892,0,29.3313892,107,1.5488892
108,2039,4,2005-04-18,2005,18,28.0375,04-18,29.0575,30.4919642857143,31.21,0.718035714285715,12,86,1.5488892,0,30.606389200000002,108,1.5488892
109,2039,4,2005-04-19,2005,19,27.4125,04-19,28.4325,30.4919642857143,30.91,0.418035714285715,12,86,1.5488892,0,28.4325,109,0.0
110,2039,4,2005-04-20,2005,20,27.55,04-20,28.57,30.4919642857143,31.11,0.618035714285718,12,86,1.5488892,0,28.57,110,0.0
111,2039,4,2005-04-21,2005,21,27.1875,04-21,28.2075,30.4919642857143,30.51,0.0180357142857162,12,86,1.5488892,0,28.2075,111,0.0
112,2039,4,2005-04-22,2005,22,27.5142857142857,04-22,28.5342857142857,30.4919642857143,31.01,0.518035714285716,12,86,1.5488892,0,28.5342857142857,112,0.0
113,2039,4,2005-04-23,2005,23,27.5333333333333,04-23,28.5533333333333,30.4919642857143,30.81,0.318035714285717,12,86,1.5488892,0,28.5533333333333,113,0.0
114,2039,4,2005-04-24,2005,24,28.3428571428571,04-24,29.3628571428571,30.4919642857143,30.91,0.418035714285715,12,86,1.5488892,0,29.3628571428571,114,0.0
115,2039,4,2005-04-25,2005,25,28.7857142857143,04-25,29.8057142857143,30.4919642857143,31.81,1.31803571428572,12,86,1.5488892,0,31.3546034857143,115,1.5488892
116,2039,4,2005-04-26,2005,26,28.1666666666667,04-26,29.1866666666667,30.4919642857143,30.71,0.218035714285715,12,86,1.5488892,0,30.7355558666667,116,1.5488892
117,2039,4,2005-04-27,2005,27,27.88,04-27,28.9,30.4919642857143,29.01,-1.48196428571428,12,86,1.5488892,0,30.4488892,117,1.5488892
118,2039,4,2005-04-28,2005,28,28.0,04-28,29.02,30.4919642857143,31.71,1.21803571428572,12,86,1.5488892,0,29.02,118,0.0
119,2039,4,2005-04-29,2005,29,27.24,04-29,28.26,30.4919642857143,29.71,-0.781964285714285,12,86,1.5488892,0,28.26,119,0.0
120,2039,4,2005-04-30,2005,30,27.75,04-30,28.77,30.4919642857143,29.81,-0.681964285714283,12,86,1.5488892,0,30.3188892,120,1.5488892
121,2039,5,2005-05-01,2005,1,29.18,05-01,30.29,31.7309267241379,31.9,0.169073275862068,12,86,1.5488892,0,31.8388892,121,1.5488892
122,2039,5,2005-05-02,2005,2,28.05,05-02,29.16,31.7309267241379,31.3,-0.43092672413793,12,86,1.5488892,0,30.7088892,122,1.5488892
123,2039,5,2005-05-03,2005,3,27.6166666666667,05-03,28.7266666666667,31.7309267241379,32.3,0.56907327586207,12,86,1.5488892,0,28.7266666666667,123,0.0
124,2039,5,2005-05-04,2005,4,27.06,05-04,28.17,31.7309267241379,31.2,-0.530926724137931,12,86,1.5488892,0,28.17,124,0.0
125,2039,5,2005-05-05,2005,5,27.78,05-05,28.89,31.7309267241379,31.8,0.0690732758620705,12,86,1.5488892,0,28.89,125,0.0
126,2039,5,2005-05-06,2005,6,28.1,05-06,29.21,31.7309267241379,31.9,0.169073275862068,12,86,1.5488892,0,29.21,126,0.0
127,2039,5,2005-05-07,2005,7,28.35,05-07,29.46,31.7309267241379,31.2,-0.530926724137931,12,86,1.5488892,0,29.46,127,0.0
128,2039,5,2005-05-08,2005,8,28.4333333333333,05-08,29.5433333333333,31.7309267241379,30.9,-0.830926724137932,12,86,1.5488892,0,29.5433333333333,128,0.0
129,2039,5,2005-05-09,2005,9,28.2285714285714,05-09,29.3385714285714,31.7309267241379,31.6,-0.130926724137932,12,86,1.5488892,0,30.8874606285714,129,1.5488892
130,2039,5,2005-05-10,2005,10,28.4166666666667,05-10,29.5266666666667,31.7309267241379,31.6,-0.130926724137932,12,86,1.5488892,0,31.0755558666667,130,1.5488892
131,2039,5,2005-05-11,2005,11,29.3714285714286,05-11,30.4814285714286,31.7309267241379,32.4,0.669073275862065,12,86,1.5488892,0,32.0303177714286,131,1.5488892
132,2039,5,2005-05-12,2005,12,28.9666666666667,05-12,30.0766666666667,31.7309267241379,32.5,0.769073275862066,12,86,1.5488892,0,30.0766666666667,132,0.0
133,2039,5,2005-05-13,2005,13,28.5857142857143,05-13,29.6957142857143,31.7309267241379,32.4,0.669073275862065,12,86,1.5488892,0,31.2446034857143,133,1.5488892
134,2039,5,2005-05-14,2005,14,28.9285714285714,05-14,30.0385714285714,31.7309267241379,33.2,1.46907327586207,12,86,1.5488892,0,31.587460628571403,134,1.5488892
135,2039,5,2005-05-15,2005,15,27.7,05-15,28.81,31.7309267241379,30.8,-0.93092672413793,12,86,1.5488892,0,30.3588892,135,1.5488892
136,2039,5,2005-05-16,2005,16,27.48,05-16,28.59,31.7309267241379,30.9,-0.830926724137932,12,86,1.5488892,0,28.59,136,0.0
137,2039,5,2005-05-17,2005,17,27.3666666666667,05-17,28.4766666666667,31.7309267241379,31.3,-0.43092672413793,12,86,1.5488892,0,28.4766666666667,137,0.0
138,2039,5,2005-05-18,2005,18,27.65,05-18,28.76,31.7309267241379,30.9,-0.830926724137932,12,86,1.5488892,0,28.76,138,0.0
139,2039,5,2005-05-19,2005,19,28.5428571428571,05-19,29.6528571428571,31.7309267241379,33.0,1.26907327586207,12,86,1.5488892,0,29.6528571428571,139,0.0
140,2039,5,2005-05-20,2005,20,27.6833333333333,05-20,28.7933333333333,31.7309267241379,31.4,-0.330926724137932,12,86,1.5488892,0,28.7933333333333,140,0.0
141,2039,5,2005-05-21,2005,21,27.9,05-21,29.01,31.7309267241379,31.8,0.0690732758620705,12,86,1.5488892,0,29.01,141,0.0
142,2039,5,2005-05-22,2005,22,29.0857142857143,05-22,30.1957142857143,31.7309267241379,31.9,0.169073275862068,12,86,1.5488892,0,30.1957142857143,142,0.0
143,2039,5,2005-05-23,2005,23,28.4142857142857,05-23,29.5242857142857,31.7309267241379,32.3,0.56907327586207,12,86,1.5488892,0,29.5242857142857,143,0.0
144,2039,5,2005-05-24,2005,24,28.95,05-24,30.06,31.7309267241379,33.0,1.26907327586207,12,86,1.5488892,0,30.06,144,0.0
145,2039,5,2005-05-25,2005,25,28.5857142857143,05-25,29.6957142857143,31.7309267241379,32.3,0.56907327586207,12,86,1.5488892,0,29.6957142857143,145,0.0
146,2039,5,2005-05-26,2005,26,29.0714285714286,05-26,30.1814285714286,31.7309267241379,32.5,0.769073275862066,12,86,1.5488892,0,30.1814285714286,146,0.0
147,2039,5,2005-05-27,2005,27,29.4142857142857,05-27,30.5242857142857,31.7309267241379,32.9,1.16907327586206,12,86,1.5488892,0,30.5242857142857,147,0.0
148,2039,5,2005-05-28,2005,28,29.8142857142857,05-28,30.9242857142857,31.7309267241379,33.0,1.26907327586207,12,86,1.5488892,0,30.9242857142857,148,0.0
149,2039,5,2005-05-29,2005,29,29.4857142857143,05-29,30.5957142857143,31.7309267241379,33.3,1.56907327586207,12,86,1.5488892,0,30.5957142857143,149,0.0
150,2039,5,2005-05-30,2005,30,29.1428571428571,05-30,30.2528571428571,31.7309267241379,32.5,0.769073275862066,12,86,1.5488892,0,30.2528571428571,150,0.0
151,2039,5,2005-05-31,2005,31,29.0428571428571,05-31,30.1528571428571,31.7309267241379,31.5,-0.23092672413793,12,86,1.5488892,0,30.1528571428571,151,0.0
152,2039,6,2005-06-01,2005,1,29.3,06-01,30.27,32.0588628762542,32.92,0.86113712374582,12,86,1.5488892,0,31.8188892,152,1.5488892
153,2039,6,2005-06-02,2005,2,30.0875,06-02,31.0575,32.0588628762542,33.62,1.56113712374582,12,86,1.5488892,0,32.6063892,153,1.5488892
154,2039,6,2005-06-03,2005,3,30.1333333333333,06-03,31.1033333333333,32.0588628762542,33.62,1.56113712374582,12,86,1.5488892,0,32.6522225333333,154,1.5488892
155,2039,6,2005-06-04,2005,4,30.7571428571429,06-04,31.7271428571429,32.0588628762542,34.72,2.66113712374582,12,86,1.5488892,0,31.7271428571429,155,0.0
156,2039,6,2005-06-05,2005,5,29.7857142857143,06-05,30.7557142857143,32.0588628762542,33.92,1.86113712374582,12,86,1.5488892,0,30.7557142857143,156,0.0
157,2039,6,2005-06-06,2005,6,30.8166666666667,06-06,31.7866666666667,32.0588628762542,37.22,5.16113712374582,12,86,1.5488892,0,31.7866666666667,157,0.0
158,2039,6,2005-06-07,2005,7,29.7625,06-07,30.7325,32.0588628762542,34.62,2.56113712374582,12,86,1.5488892,0,30.7325,158,0.0
159,2039,6,2005-06-08,2005,8,28.4125,06-08,29.3825,32.0588628762542,33.02,0.961137123745821,12,86,1.5488892,0,29.3825,159,0.0
160,2039,6,2005-06-09,2005,9,29.2375,06-09,30.2075,32.0588628762542,31.32,-0.738862876254178,12,86,1.5488892,0,31.7563892,160,1.5488892
161,2039,6,2005-06-10,2005,10,29.225,06-10,30.195,32.0588628762542,32.62,0.561137123745823,12,86,1.5488892,0,31.7438892,161,1.5488892
162,2039,6,2005-06-11,2005,11,29.3,06-11,30.27,32.0588628762542,32.42,0.36113712374582,12,86,1.5488892,0,31.8188892,162,1.5488892
163,2039,6,2005-06-12,2005,12,29.96,06-12,30.93,32.0588628762542,32.92,0.86113712374582,12,86,1.5488892,0,30.93,163,0.0
164,2039,6,2005-06-13,2005,13,31.7,06-13,32.67,32.0588628762542,35.42,3.36113712374582,12,86,1.5488892,0,32.67,164,0.0
165,2039,6,2005-06-14,2005,14,30.4428571428571,06-14,31.4128571428571,32.0588628762542,34.12,2.06113712374582,12,86,1.5488892,0,31.4128571428571,165,0.0
166,2039,6,2005-06-15,2005,15,30.0875,06-15,31.0575,32.0588628762542,33.82,1.76113712374582,12,86,1.5488892,0,31.0575,166,0.0
167,2039,6,2005-06-16,2005,16,28.6857142857143,06-16,29.6557142857143,32.0588628762542,33.12,1.06113712374582,12,86,1.5488892,0,31.2046034857143,167,1.5488892
168,2039,6,2005-06-17,2005,17,28.8142857142857,06-17,29.7842857142857,32.0588628762542,33.92,1.86113712374582,12,86,1.5488892,0,31.333174914285703,168,1.5488892
169,2039,6,2005-06-18,2005,18,28.9,06-18,29.87,32.0588628762542,32.32,0.261137123745819,12,86,1.5488892,0,31.418889200000002,169,1.5488892
170,2039,6,2005-06-19,2005,19,28.4833333333333,06-19,29.4533333333333,32.0588628762542,32.02,-0.0388628762541785,12,86,1.5488892,0,29.4533333333333,170,0.0
171,2039,6,2005-06-20,2005,20,29.3125,06-20,30.2825,32.0588628762542,32.82,0.761137123745819,12,86,1.5488892,0,30.2825,171,0.0
172,2039,6,2005-06-21,2005,21,28.6666666666667,06-21,29.6366666666667,32.0588628762542,31.32,-0.738862876254178,12,86,1.5488892,0,29.6366666666667,172,0.0
173,2039,6,2005-06-22,2005,22,30.05,06-22,31.02,32.0588628762542,33.02,0.961137123745821,12,86,1.5488892,0,31.02,173,0.0
174,2039,6,2005-06-23,2005,23,29.95,06-23,30.92,32.0588628762542,32.92,0.86113712374582,12,86,1.5488892,0,30.92,174,0.0
